CPU_Utilization_Percent,Memory_Utilization_Percent,Network_In_Mbps,Network_Out_Mbps,Network_Throughput_Mbps,Disk_IO_IOPS,Disk_Usage_Percent,Response_Time_ms,Hourly_Cost_USD,Instance_Type,Original_Instance_Type,Instance_ID,Original_Instance_ID,Sequence_ID,Time_Step,Is_Label_Noisy,Label_Encoded
13.35441464,10.14653001,8.621457433,9.154154581,13.13286033,129.1647472,22.44005304,299.8140137,0.001,t2.nano,t2.nano,i-t2-nano-c2272f8d,i-t2-nano-c2272f8d,1,7,FALSE,10
11.52167337,10.79102472,7.399471798,7.200030948,14.26738384,122.196145,21.09414794,298.1843428,0.001,t2.nano,t2.nano,i-t2-nano-c2272f8d,i-t2-nano-c2272f8d,1,8,FALSE,10
14.49699912,11.96941771,10.22142734,7.759645326,11.49236487,94.06147233,19.94884923,253.7492372,0.046359639,t2.nano,t2.nano,i-t2-nano-c2272f8d,i-t2-nano-c2272f8d,1,9,FALSE,10
9.461296824,15.53776489,6.137799235,7.458600354,14.10106095,95.04075186,12.00286484,272.5037673,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,0,FALSE,10
10.84264976,17.10318831,9.311667244,7.578517417,12.38073669,120.8869895,18.20563083,324.7203711,0.042639852,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,1,FALSE,10
8.353144,20.18528525,8.652025443,6.570540741,14.10375276,111.1363658,17.89975075,325.5778546,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,2,FALSE,10
10.88414179,19.55432157,8.120762978,7.442123371,13.90199055,94.92547231,10.93275701,313.4776904,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,3,FALSE,10
11.06072213,12.98151421,4.979532812,8.004848562,13.29969916,109.6474038,13.76859952,304.9868461,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,4,FALSE,10
11.5966734,15.29726322,5.309516694,9.97289969,17.02791173,127.36669,21.44900152,308.8746809,0.01778522,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,5,FALSE,10
13.23938479,11.76469497,6.461960472,5.564049572,12.97271961,128.2621777,17.88426818,303.7859928,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,6,FALSE,10
6.234997929,17.09978383,8.475974242,7.256954468,16.31758925,94.73345606,24.99482111,295.5487355,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,7,FALSE,10
9.784382202,20.88517195,7.168207533,6.251252696,12.03637737,105.6102669,9.662515842,287.4244834,0.001,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,8,FALSE,10
13.28010582,12.56874824,5.803172364,6.415192214,16.6144187,102.1601323,19.08141907,273.3230561,0.04181428,t2.nano,t2.nano,i-t2-nano-5168d3c8,i-t2-nano-5168d3c8,2,9,FALSE,10
11.06549045,16.09477289,9.143853031,5.846671478,18.13186207,86.82522377,17.10026835,259.5462805,0.025854093,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,0,FALSE,10
11.04446155,15.34898516,7.616143776,7.170598774,17.66589765,124.2155587,17.1913747,291.5391913,0.143165271,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,1,FALSE,10
14.47923076,18.00773659,7.047964732,7.307491368,17.12633964,131.1376245,20.82377467,281.7279453,0.084106248,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,2,FALSE,10
11.33549582,17.99011371,7.79839098,7.799740439,17.61687543,133.7977961,24.30701944,300.6213012,0.001,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,3,FALSE,10
13.74949884,15.32267494,8.709655068,8.22821319,15.8989005,130.4030207,16.70927236,311.672735,0.100265196,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,4,FALSE,10
9.277605691,19.5276905,9.053193087,8.960216252,16.54243713,121.9244748,15.16771671,281.4801361,0.006131833,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,5,FALSE,10
14.18629777,14.83169207,7.320656665,7.684456343,15.85711056,114.0909062,15.42693003,279.9906593,0.121287324,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,6,FALSE,10
11.13735955,12.68381184,8.275874123,6.274648117,12.32871101,112.0780187,18.43306543,278.5501633,0.06950318,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,7,FALSE,10
14.7877526,14.08554432,8.381868353,6.824595217,14.60425886,117.7121232,21.11952264,262.7987428,0.067444847,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,8,FALSE,10
15.60435646,13.088749,7.952530865,8.016405432,12.9056251,112.0254751,18.13129983,247.0084248,0.167049984,t2.nano,t2.nano,i-t2-nano-4c62c1c7,i-t2-nano-4c62c1c7,3,9,FALSE,10
18.75542673,16.3229114,7.130583456,10.32500571,16.68108182,137.1954506,19.50396006,247.2434241,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,0,FALSE,10
16.83760913,16.95308738,7.108086141,10.45987775,13.00648715,110.7768243,24.18768015,264.9850601,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,1,FALSE,10
15.82949789,22.70727831,9.472855616,8.436594077,15.62435669,124.9754511,24.15185731,239.5518242,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,2,FALSE,10
14.01562559,18.67534378,9.183491397,5.518513892,14.19372956,130.4689386,23.07272115,260.8235676,0.014452425,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,3,FALSE,10
17.64082827,18.1618474,8.753393553,6.491695913,13.85337375,137.8390122,28.06734338,283.1322209,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,4,FALSE,10
12.5288409,17.33191766,11.42738306,8.895387902,19.00634665,133.6507715,27.06846542,278.2048222,0.070967828,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,5,FALSE,10
9.853105503,15.37951421,10.51457841,9.754650837,16.27663362,128.9671807,14.16761601,281.5795498,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,6,FALSE,10
11.91624346,15.70767667,6.529152261,8.346967795,19.22889231,140.3138074,21.84337439,258.7257919,0.014851207,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,7,FALSE,10
12.13473305,9.800916372,8.336327771,9.489927305,18.98265783,114.8029061,20.67360445,252.9331247,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,8,FALSE,10
12.88221149,16.49840389,7.503360824,10.39455675,14.27646089,110.5750924,17.10138555,217.6585427,0.001,t2.nano,t2.nano,i-t2-nano-235e3bef,i-t2-nano-235e3bef,4,9,FALSE,10
9.648258947,8.977303466,6.013795318,5.022022596,16.1341403,99.09241696,11.7936021,275.1835626,0.041753756,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,0,FALSE,10
11.16435992,15.47837898,8.267445393,6.418949888,13.89389859,108.4564404,7.115440242,279.4094231,0.029350442,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,1,FALSE,10
16.0714753,12.9758958,7.893237953,7.503024064,19.58127548,125.5466907,17.34299594,286.4397325,0.001,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,2,FALSE,10
12.53061331,10.70267054,6.070936711,6.674649063,12.08472036,131.7143459,22.45059905,299.9573063,0.050055243,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,3,FALSE,10
12.27192843,9.72541553,9.087835511,7.809156812,11.3872235,109.4144588,14.39590382,282.9757611,0.131961838,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,4,FALSE,10
16.48574285,7.982889956,8.257527306,6.60654396,12.44449814,103.6559739,13.80726292,301.1547107,0.001,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,5,FALSE,10
12.33165982,11.75746333,7.228904225,6.002892227,12.78359042,117.0924148,18.76826254,285.9150736,0.001,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,6,FALSE,10
13.01499561,6.455604352,8.024776056,5.97425991,14.73908462,100.3533229,9.089658748,276.8518469,0.030465602,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,7,FALSE,10
11.51449419,9.866267653,8.233767804,5.17378236,13.64074401,95.21696152,14.44300581,297.1835823,0.033763225,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,8,FALSE,10
8.586238243,15.79008151,6.053903753,7.158752387,10.20252894,103.6396629,22.65061688,234.7222413,0.118345858,t2.nano,t2.nano,i-t2-nano-0a484629,i-t2-nano-0a484629,5,9,FALSE,10
10.79144212,13.50658076,7.736666371,8.490683711,12.95719502,105.7561564,15.07172064,268.5835181,0.001,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,0,FALSE,10
10.72459806,16.15743742,9.235635869,5.183042666,14.88041104,113.5352798,23.60399799,287.3259178,0.001,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,1,FALSE,10
10.06201771,6.481634181,9.133237149,6.398990913,11.68099743,114.9751705,19.04721878,302.2286567,0.001,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,2,FALSE,10
12.40537874,10.64386176,8.15779114,7.893543321,15.08725508,104.7378083,18.81060323,299.4179153,0.048504248,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,3,FALSE,10
14.9673591,15.04688338,7.089518019,8.141313683,12.35689362,106.8089757,27.40153541,298.7749727,0.026495963,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,4,FALSE,10
13.81190434,19.41065607,6.954602305,7.151865048,13.0794838,128.0356963,24.45151446,306.9289185,0.122320591,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,5,FALSE,10
7.990040491,15.59790269,6.355442613,7.414974582,14.8301655,128.2225528,15.64931555,254.5790377,0.144019442,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,6,FALSE,10
17.80948338,14.23224345,7.545666887,9.857991554,15.68955545,121.4211117,22.07283242,289.1206581,0.072969365,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,7,FALSE,10
8.307127512,21.46740432,7.743021498,8.255088304,13.87336811,125.6758453,31.68310862,300.0822599,0.002607439,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,8,FALSE,10
9.367603141,18.10825498,6.241769779,7.927184355,8.386422142,103.2557725,21.55935774,280.9620757,0.001,t2.nano,t2.nano,i-t2-nano-7dff79f0,i-t2-nano-7dff79f0,6,9,FALSE,10
10.42279624,7.705562627,6.565306176,7.318497734,8.021678804,106.3989163,16.6976753,265.9889972,0.001,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,0,FALSE,10
15.07601642,13.19109967,6.47662608,10.92027323,14.18060489,119.2404812,19.67230272,290.9120589,0.017512482,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,1,FALSE,10
11.4321098,13.45743662,7.326700996,7.656152529,13.4819215,118.1916003,18.5525925,305.0593018,0.001,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,2,FALSE,10
15.49480364,20.2949756,5.488620266,7.235125964,13.92178996,102.7811075,15.77057635,268.8677773,0.132618847,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,3,FALSE,10
15.07939901,20.66986491,8.498997837,6.560983995,13.88809335,120.9593288,14.25447845,293.3006348,0.131735174,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,4,FALSE,10
11.25748027,17.48183265,8.594573528,7.401933307,16.94184028,108.1023649,21.60577248,290.5704495,0.063908464,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,5,FALSE,10
12.77822165,9.525877267,9.33685291,7.304532242,14.51063253,130.2050217,16.40277079,260.097445,0.023976145,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,6,FALSE,10
13.54495288,9.323048509,10.19068847,5.438557481,18.00210707,122.8127947,18.54150848,267.4957671,0.039222633,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,7,FALSE,10
12.0345574,18.14635782,8.400840132,7.836784067,14.55188126,117.6577457,20.09737205,254.7527356,0.026631862,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,8,FALSE,10
12.67731264,14.41960331,6.954543827,7.290860278,13.94214883,100.3827478,13.90832036,253.9959467,0.048280945,t2.nano,t2.nano,i-t2-nano-5f76d7e7,i-t2-nano-5f76d7e7,7,9,FALSE,10
16.33533116,15.66863749,5.932400076,7.447290231,16.23654454,119.8779616,12.76278764,268.7734539,0.002220776,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,0,FALSE,10
15.12881483,15.79752795,4.872757076,7.015826892,15.73814373,99.28981573,21.73383591,270.2156808,0.027842612,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,1,FALSE,10
15.35685545,11.41159682,7.818771948,5.296917374,18.86249572,108.2050729,20.59801183,293.2889746,0.065880068,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,2,FALSE,10
8.515353517,14.03111638,6.629458613,5.248169632,16.96783775,110.6924032,20.1779489,299.1479231,0.060074507,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,3,FALSE,10
17.21568445,13.72683821,5.648760562,7.079728085,15.57581216,121.7558321,14.74818583,311.3973096,0.001,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,4,FALSE,10
15.32578029,9.311486124,6.757392549,8.887211597,14.81516877,125.4046377,21.81273662,315.4167143,0.001,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,5,FALSE,10
10.43627388,15.54063505,5.835967962,7.557698294,16.07086887,115.7856656,22.16624288,291.6034299,0.051238655,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,6,FALSE,10
10.85466696,11.33071471,8.363227543,6.06401607,15.8316765,102.560019,24.07599769,289.6814957,0.10226732,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,7,FALSE,10
12.36320648,6.839681627,6.936936374,8.602298144,15.62322332,117.8056015,13.10430188,298.4517319,0.087537793,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,8,FALSE,10
10.37930022,16.52674237,6.024574275,6.43759456,8.230592957,114.5779574,17.65524295,238.2982081,0.111547903,t2.nano,t2.nano,i-t2-nano-3d356fcf,i-t2-nano-3d356fcf,8,9,FALSE,10
9.877815952,13.52935758,5.890766317,6.402431466,12.18404579,102.319032,18.88840306,244.325118,0.067134381,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,0,FALSE,10
9.982476163,20.66361897,7.940542576,8.114094891,16.63950941,110.2385703,22.67390314,272.5430165,0.115326443,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,1,FALSE,10
13.29792541,25.68557253,7.798400658,7.742609945,14.8799774,117.6880084,17.75546987,289.7928309,0.103443444,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,2,FALSE,10
11.24933049,13.69642287,8.849601031,7.706748353,17.15073678,130.2945495,13.69148691,292.5887411,0.047471372,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,3,FALSE,10
10.60959223,13.84514688,9.025582964,8.723232316,17.27343696,150.1308965,20.11946117,262.4347479,0.063094558,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,4,FALSE,10
10.17957434,16.01785568,10.62124125,8.225267711,16.35618452,127.9086911,26.83180974,308.1027521,0.058745921,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,5,FALSE,10
10.91185485,19.91185608,9.696907566,10.75854369,17.16452069,120.9902968,24.17992768,292.0605838,0.001,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,6,FALSE,10
13.64172743,19.49943083,9.888783645,10.44659278,17.26401914,123.1991699,20.5555709,289.9952966,0.068985424,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,7,FALSE,10
14.29286843,13.89758698,8.682710343,10.21997074,16.69984183,125.7945085,13.91771574,282.8956457,0.02494907,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,8,FALSE,10
17.6106322,12.57051285,7.915649829,8.149269877,17.39914604,111.9772345,18.76022545,251.612085,0.129671829,t2.nano,t2.nano,i-t2-nano-f2c4cef3,i-t2-nano-f2c4cef3,9,9,FALSE,10
10.58225407,14.16047474,6.2327428,6.089048251,11.21308742,102.6563075,8.608463705,285.6525434,0.07070281,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,0,FALSE,10
11.23452208,15.67947512,6.794648815,7.268192576,9.893324657,121.4427837,22.67665993,276.4694675,0.001,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,1,FALSE,10
8.049900585,12.98051822,8.35950226,8.704673457,15.42295677,126.1867312,18.15419496,282.4024378,0.001,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,2,FALSE,10
13.04768478,9.141157547,9.564398416,8.573315372,13.58539474,103.5493488,15.97325332,304.2384824,0.029940519,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,3,FALSE,10
14.23177534,11.58604606,8.27958224,7.689692941,14.33173822,105.1907601,21.71371768,316.4882762,0.074689323,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,4,FALSE,10
12.61561021,10.04262201,7.717617645,8.90611069,14.45503807,98.64733833,18.16575289,313.3218998,0.001,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,5,FALSE,10
7.136461163,12.09752885,6.498355015,8.037662322,10.64922691,117.2309616,14.36353148,321.7353317,0.024414619,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,6,FALSE,10
10.12627576,12.59481241,6.436064212,10.37529857,13.08665906,123.5283818,12.50378671,315.7620439,0.029124476,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,7,FALSE,10
10.74223489,11.32115007,7.026184797,7.168180422,18.23016528,111.8365422,19.07334949,335.3562862,0.001,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,8,FALSE,10
9.834933041,10.72195383,6.55576516,6.352533578,11.64279712,101.6415697,11.43685603,293.6164044,0.001,t2.nano,t2.nano,i-t2-nano-857485fc,i-t2-nano-857485fc,10,9,FALSE,10
14.05535893,16.6833844,6.782769339,6.237614811,13.85010812,108.8207333,21.38101089,276.612337,0.015807902,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,0,FALSE,10
10.31665886,19.86610128,7.82056082,9.859334135,12.89403958,137.4649717,21.64414032,289.8220894,0.059890064,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,1,FALSE,10
10.54571515,16.70415008,7.910967297,7.173989648,13.51988046,141.7897377,28.08290338,302.9903622,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,2,FALSE,10
11.45913288,16.3251832,6.232355282,7.29732904,11.23765014,120.3383179,24.10027079,291.3346401,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,3,FALSE,10
8.472064672,9.151653562,7.253807243,9.015358059,17.31911574,107.0233873,24.91324565,297.5405088,0.017923607,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,4,FALSE,10
13.25722287,15.32949041,5.662556229,9.585126206,17.34196358,104.0006039,21.7489119,299.5667539,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,5,FALSE,10
9.141388581,11.6752386,6.997114589,8.939694837,15.85197234,106.7077619,22.69306739,252.4541468,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,6,FALSE,10
5.817511109,11.29960741,6.316833658,6.026609529,16.09875145,106.0937698,21.37615441,292.6818239,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,7,FALSE,10
10.50682921,8.455002953,8.871491269,6.622703894,11.36530305,108.6477518,25.77724545,310.7424597,0.034194757,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,8,FALSE,10
9.098799353,10.52693183,9.414372298,7.100202553,13.17977908,113.3200751,18.60326831,265.4423221,0.001,t2.nano,t2.nano,i-t2-nano-a9f63946,i-t2-nano-a9f63946,11,9,FALSE,10
10.65658055,10.39641463,6.827444608,5.344147108,13.36041777,107.1657804,14.5569363,262.3914214,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,0,FALSE,10
13.02442019,13.24812939,9.108190748,4.89475258,20.33917238,103.4082337,20.86965991,282.6516999,0.016326741,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,1,FALSE,10
12.85068606,11.90365394,9.142649928,7.087925605,16.27423267,100.6141776,20.10891241,321.6117684,0.040691897,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,2,FALSE,10
12.49356109,12.90142831,8.089185338,7.758012557,15.43149399,102.4760162,23.04906964,281.0781855,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,3,FALSE,10
9.29484458,16.17708025,9.053360287,7.394600538,15.48619485,132.1139273,22.32975593,296.7928774,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,4,FALSE,10
8.032054259,17.74351649,8.33289547,8.538240621,15.35882799,131.7147999,17.40267868,294.1982912,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,5,FALSE,10
6.993315554,8.863050475,6.977955293,9.225618857,11.22304466,112.7939379,13.11128714,282.9149908,0.008258776,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,6,FALSE,10
8.306789217,16.67117096,9.60980382,4.827660054,13.16020235,115.9098511,23.50526582,286.3262704,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,7,FALSE,10
7.82353218,8.528408266,9.693976107,5.077293315,18.5458186,121.9857294,21.94918726,303.8270233,0.001,t2.nano,t2.nano,i-t2-nano-2f8bb0a9,i-t2-nano-2f8bb0a9,12,8,FALSE,10
