Sequence_ID,Original_Instance_Type,Noisy_Instance_Type,Original_Instance_ID,Noisy_Instance_ID,Original_Encoded,Noisy_Encoded,Label_Changed,ID_Changed
67,t2.nano,t2.nano,i-t2-nano-28506bbb,i-t2-nano-28506bbb,10,10,False,False
68,t2.nano,t2.nano,i-t2-nano-960eeb2a,i-t2-nano-960eeb2a,10,10,False,False
69,t2.nano,t2.nano,i-t2-nano-2b1bcbc1,i-t2-nano-2b1bcbc1,10,10,False,False
70,t2.nano,t2.nano,i-t2-nano-6cb87f2e,i-t2-nano-6cb87f2e,10,10,False,False
71,t2.nano,t3.nano,i-t2-nano-abf2bbeb,i-t3-nano-b3d25838,10,13,True,True
72,t2.nano,t2.nano,i-t2-nano-85487538,i-t2-nano-85487538,10,10,False,False
73,t2.nano,t2.nano,i-t2-nano-243e8843,i-t2-nano-243e8843,10,10,False,False
74,t2.nano,t2.nano,i-t2-nano-1089f8f3,i-t2-nano-1089f8f3,10,10,False,False
75,t2.nano,t2.nano,i-t2-nano-ae617f50,i-t2-nano-ae617f50,10,10,False,False
76,t2.nano,t2.nano,i-t2-nano-e0330a15,i-t2-nano-e0330a15,10,10,False,False
77,t2.nano,t2.nano,i-t2-nano-3233dc78,i-t2-nano-3233dc78,10,10,False,False
78,t2.nano,t2.nano,i-t2-nano-853a6802,i-t2-nano-853a6802,10,10,False,False
79,t2.nano,t2.nano,i-t2-nano-71403a76,i-t2-nano-71403a76,10,10,False,False
80,t2.nano,t2.nano,i-t2-nano-c22d9632,i-t2-nano-c22d9632,10,10,False,False
81,t2.nano,t2.nano,i-t2-nano-1f580d75,i-t2-nano-1f580d75,10,10,False,False
82,t2.nano,t2.nano,i-t2-nano-66c08e13,i-t2-nano-66c08e13,10,10,False,False
83,t2.nano,t2.nano,i-t2-nano-ba21c1c7,i-t2-nano-ba21c1c7,10,10,False,False
84,t2.nano,t2.nano,i-t2-nano-5e59bdfb,i-t2-nano-5e59bdfb,10,10,False,False
85,t2.nano,t2.nano,i-t2-nano-6eddb228,i-t2-nano-6eddb228,10,10,False,False
86,t2.nano,t2.nano,i-t2-nano-e690a05a,i-t2-nano-e690a05a,10,10,False,False
87,t2.nano,t2.nano,i-t2-nano-d76d7dae,i-t2-nano-d76d7dae,10,10,False,False
88,t2.nano,t2.nano,i-t2-nano-cd232d1f,i-t2-nano-cd232d1f,10,10,False,False
89,t2.nano,t2.nano,i-t2-nano-bb180af8,i-t2-nano-bb180af8,10,10,False,False
90,t2.nano,t2.nano,i-t2-nano-a955deca,i-t2-nano-a955deca,10,10,False,False
91,t2.nano,t2.nano,i-t2-nano-05c3c083,i-t2-nano-05c3c083,10,10,False,False
92,t2.nano,t2.nano,i-t2-nano-a604fa7a,i-t2-nano-a604fa7a,10,10,False,False
93,t2.nano,t2.nano,i-t2-nano-7a1d9bcc,i-t2-nano-7a1d9bcc,10,10,False,False
94,t2.nano,t2.nano,i-t2-nano-e75e235e,i-t2-nano-e75e235e,10,10,False,False
95,t2.nano,t2.nano,i-t2-nano-c445477d,i-t2-nano-c445477d,10,10,False,False
96,t2.nano,t2.nano,i-t2-nano-d9de4ec4,i-t2-nano-d9de4ec4,10,10,False,False
97,t2.nano,t2.nano,i-t2-nano-cb7ff4df,i-t2-nano-cb7ff4df,10,10,False,False
98,t2.nano,t2.nano,i-t2-nano-a348ff78,i-t2-nano-a348ff78,10,10,False,False
99,t2.nano,t2.nano,i-t2-nano-745c3efc,i-t2-nano-745c3efc,10,10,False,False
100,t2.nano,t2.nano,i-t2-nano-7b1f636d,i-t2-nano-7b1f636d,10,10,False,False
101,t2.nano,t2.nano,i-t2-nano-04ba601e,i-t2-nano-04ba601e,10,10,False,False
102,t2.nano,t2.nano,i-t2-nano-90cff266,i-t2-nano-90cff266,10,10,False,False
103,t2.nano,t2.nano,i-t2-nano-a6543b44,i-t2-nano-a6543b44,10,10,False,False
104,t2.nano,t2.nano,i-t2-nano-bc7bb425,i-t2-nano-bc7bb425,10,10,False,False
105,t2.nano,t2.nano,i-t2-nano-0993fac8,i-t2-nano-0993fac8,10,10,False,False
106,t2.nano,t2.nano,i-t2-nano-6a61a5fd,i-t2-nano-6a61a5fd,10,10,False,False
107,t2.nano,t2.small,i-t2-nano-0991dd73,i-t2-small-aa2d1352,10,11,True,True
108,t2.nano,t2.nano,i-t2-nano-2bf42f57,i-t2-nano-2bf42f57,10,10,False,False
109,t2.nano,t2.nano,i-t2-nano-0dcf3a2e,i-t2-nano-0dcf3a2e,10,10,False,False
110,t2.nano,t2.nano,i-t2-nano-6d9f17bd,i-t2-nano-6d9f17bd,10,10,False,False
111,t2.nano,t2.nano,i-t2-nano-4382f10a,i-t2-nano-4382f10a,10,10,False,False
112,t2.nano,t2.nano,i-t2-nano-23361045,i-t2-nano-23361045,10,10,False,False
113,t2.nano,t2.nano,i-t2-nano-a62be141,i-t2-nano-a62be141,10,10,False,False
114,t2.nano,t2.nano,i-t2-nano-638eff00,i-t2-nano-638eff00,10,10,False,False
115,t2.nano,t2.nano,i-t2-nano-90b22a71,i-t2-nano-90b22a71,10,10,False,False
116,t2.nano,t2.nano,i-t2-nano-b3d478a4,i-t2-nano-b3d478a4,10,10,False,False
117,t2.nano,t2.nano,i-t2-nano-665c6da7,i-t2-nano-665c6da7,10,10,False,False
118,t2.nano,t2.nano,i-t2-nano-1bdfc58b,i-t2-nano-1bdfc58b,10,10,False,False
119,t2.nano,t2.nano,i-t2-nano-767c0ecb,i-t2-nano-767c0ecb,10,10,False,False
120,t2.nano,t2.nano,i-t2-nano-6d9b592f,i-t2-nano-6d9b592f,10,10,False,False
121,t2.nano,t2.nano,i-t2-nano-22f609f2,i-t2-nano-22f609f2,10,10,False,False
122,t2.nano,t2.nano,i-t2-nano-58b0e088,i-t2-nano-58b0e088,10,10,False,False
123,t2.nano,t2.nano,i-t2-nano-6887ba7e,i-t2-nano-6887ba7e,10,10,False,False
124,t2.nano,t2.micro,i-t2-nano-d8eb66db,i-t2-micro-ebcd628f,10,9,True,True
125,t2.nano,t2.nano,i-t2-nano-f4196933,i-t2-nano-f4196933,10,10,False,False
126,t2.nano,t2.nano,i-t2-nano-fef25ea4,i-t2-nano-fef25ea4,10,10,False,False
127,t2.nano,t2.nano,i-t2-nano-974e221a,i-t2-nano-974e221a,10,10,False,False
128,t2.nano,t2.nano,i-t2-nano-6f0ace41,i-t2-nano-6f0ace41,10,10,False,False
129,t2.nano,t2.nano,i-t2-nano-7074b755,i-t2-nano-7074b755,10,10,False,False
130,t2.nano,t2.nano,i-t2-nano-18242623,i-t2-nano-18242623,10,10,False,False
131,t2.nano,t2.nano,i-t2-nano-38159073,i-t2-nano-38159073,10,10,False,False
132,t2.nano,t2.nano,i-t2-nano-31f95092,i-t2-nano-31f95092,10,10,False,False
133,t2.nano,t2.nano,i-t2-nano-2229d394,i-t2-nano-2229d394,10,10,False,False
134,t2.nano,m5.xlarge,i-t2-nano-6b268634,i-m5-xlarge-4335a7ab,10,5,True,True
135,t2.nano,t2.nano,i-t2-nano-c3054ea9,i-t2-nano-c3054ea9,10,10,False,False
136,t2.nano,t2.nano,i-t2-nano-40e57908,i-t2-nano-40e57908,10,10,False,False
137,t2.nano,t2.nano,i-t2-nano-8f91a040,i-t2-nano-8f91a040,10,10,False,False
138,t2.nano,t2.nano,i-t2-nano-9736124f,i-t2-nano-9736124f,10,10,False,False
139,t2.nano,t2.nano,i-t2-nano-1b07a2b4,i-t2-nano-1b07a2b4,10,10,False,False
140,t2.nano,t2.nano,i-t2-nano-7f03aa85,i-t2-nano-7f03aa85,10,10,False,False
141,t2.nano,t2.nano,i-t2-nano-dbf93cf1,i-t2-nano-dbf93cf1,10,10,False,False
142,t2.nano,t2.nano,i-t2-nano-61a15472,i-t2-nano-61a15472,10,10,False,False
143,t2.nano,t2.nano,i-t2-nano-9e08b450,i-t2-nano-9e08b450,10,10,False,False
144,t2.nano,t2.nano,i-t2-nano-80064ab1,i-t2-nano-80064ab1,10,10,False,False
145,t2.nano,t2.nano,i-t2-nano-80b23637,i-t2-nano-80b23637,10,10,False,False
146,t2.nano,t2.nano,i-t2-nano-29dc60b0,i-t2-nano-29dc60b0,10,10,False,False
147,t2.nano,t2.nano,i-t2-nano-498634ae,i-t2-nano-498634ae,10,10,False,False
148,t2.nano,t2.nano,i-t2-nano-035fcb82,i-t2-nano-035fcb82,10,10,False,False
149,t2.nano,t2.nano,i-t2-nano-fcac78eb,i-t2-nano-fcac78eb,10,10,False,False
150,t2.micro,t2.micro,i-t2-micro-e93634ee,i-t2-micro-e93634ee,9,9,False,False
151,t2.micro,t2.micro,i-t2-micro-9d6281e7,i-t2-micro-9d6281e7,9,9,False,False
152,t2.micro,t2.micro,i-t2-micro-4508f09a,i-t2-micro-4508f09a,9,9,False,False
153,t2.micro,t2.micro,i-t2-micro-81a0b085,i-t2-micro-81a0b085,9,9,False,False
154,t2.micro,t2.micro,i-t2-micro-4579ea10,i-t2-micro-4579ea10,9,9,False,False
155,t2.micro,t2.micro,i-t2-micro-c40c1591,i-t2-micro-c40c1591,9,9,False,False
156,t2.micro,t2.micro,i-t2-micro-db0b65ed,i-t2-micro-db0b65ed,9,9,False,False
157,t2.micro,t2.micro,i-t2-micro-884e75f9,i-t2-micro-884e75f9,9,9,False,False
158,t2.micro,t2.micro,i-t2-micro-b55475ca,i-t2-micro-b55475ca,9,9,False,False
159,t2.micro,t2.micro,i-t2-micro-2af8e2eb,i-t2-micro-2af8e2eb,9,9,False,False
160,t2.micro,t2.micro,i-t2-micro-7aead4ba,i-t2-micro-7aead4ba,9,9,False,False
161,t2.micro,t2.micro,i-t2-micro-a59962b3,i-t2-micro-a59962b3,9,9,False,False
162,t2.micro,t2.micro,i-t2-micro-46250c35,i-t2-micro-46250c35,9,9,False,False
163,t2.micro,t2.micro,i-t2-micro-f01e0809,i-t2-micro-f01e0809,9,9,False,False
164,t2.micro,t2.small,i-t2-micro-bcbac632,i-t2-small-58f07c86,9,11,True,True
165,t2.micro,t2.micro,i-t2-micro-d40959b2,i-t2-micro-d40959b2,9,9,False,False
166,t2.micro,t2.micro,i-t2-micro-b5bc23a5,i-t2-micro-b5bc23a5,9,9,False,False
167,t2.micro,t2.micro,i-t2-micro-c0ab5f0e,i-t2-micro-c0ab5f0e,9,9,False,False
168,t2.micro,t2.micro,i-t2-micro-cbf61323,i-t2-micro-cbf61323,9,9,False,False
169,t2.micro,t2.micro,i-t2-micro-173fe652,i-t2-micro-173fe652,9,9,False,False
170,t2.micro,t2.micro,i-t2-micro-3bef491d,i-t2-micro-3bef491d,9,9,False,False
171,t2.micro,t2.micro,i-t2-micro-e24ae4cd,i-t2-micro-e24ae4cd,9,9,False,False
172,t2.micro,t2.micro,i-t2-micro-d79d7ca3,i-t2-micro-d79d7ca3,9,9,False,False
173,t2.micro,t2.micro,i-t2-micro-bf380762,i-t2-micro-bf380762,9,9,False,False
174,t2.micro,t2.micro,i-t2-micro-7c386f65,i-t2-micro-7c386f65,9,9,False,False
175,t2.micro,t2.micro,i-t2-micro-3b0aea6c,i-t2-micro-3b0aea6c,9,9,False,False
176,t2.micro,t2.micro,i-t2-micro-303dd931,i-t2-micro-303dd931,9,9,False,False
177,t2.micro,t2.micro,i-t2-micro-38609f82,i-t2-micro-38609f82,9,9,False,False
178,t2.micro,t2.micro,i-t2-micro-397a0e99,i-t2-micro-397a0e99,9,9,False,False
179,t2.micro,t2.micro,i-t2-micro-46b8afda,i-t2-micro-46b8afda,9,9,False,False
180,t2.micro,t2.micro,i-t2-micro-b93beba1,i-t2-micro-b93beba1,9,9,False,False
181,t2.micro,t2.micro,i-t2-micro-c779617f,i-t2-micro-c779617f,9,9,False,False
182,t2.micro,t2.micro,i-t2-micro-3ea05ef2,i-t2-micro-3ea05ef2,9,9,False,False
183,t2.micro,t2.micro,i-t2-micro-366a4280,i-t2-micro-366a4280,9,9,False,False
184,t2.micro,t2.micro,i-t2-micro-92e32536,i-t2-micro-92e32536,9,9,False,False
185,t2.micro,t2.micro,i-t2-micro-baa1d886,i-t2-micro-baa1d886,9,9,False,False
186,t2.micro,t2.micro,i-t2-micro-1db81df7,i-t2-micro-1db81df7,9,9,False,False
187,t2.micro,t3.nano,i-t2-micro-d7011792,i-t3-nano-4f9efeb5,9,13,True,True
188,t2.micro,t2.micro,i-t2-micro-9ac7969e,i-t2-micro-9ac7969e,9,9,False,False
189,t2.micro,t2.micro,i-t2-micro-6987fbc3,i-t2-micro-6987fbc3,9,9,False,False
190,t2.micro,t2.micro,i-t2-micro-bde50100,i-t2-micro-bde50100,9,9,False,False
191,t2.micro,t2.micro,i-t2-micro-789d1324,i-t2-micro-789d1324,9,9,False,False
192,t2.micro,t2.micro,i-t2-micro-994762d3,i-t2-micro-994762d3,9,9,False,False
193,t2.micro,t2.micro,i-t2-micro-ae25632f,i-t2-micro-ae25632f,9,9,False,False
194,t2.micro,t2.micro,i-t2-micro-66bdfcd1,i-t2-micro-66bdfcd1,9,9,False,False
195,t2.micro,t2.micro,i-t2-micro-cd7eace9,i-t2-micro-cd7eace9,9,9,False,False
196,t2.micro,t2.micro,i-t2-micro-475caa43,i-t2-micro-475caa43,9,9,False,False
197,t2.micro,t2.micro,i-t2-micro-fe4b1e17,i-t2-micro-fe4b1e17,9,9,False,False
198,t2.micro,t2.micro,i-t2-micro-9b0cf061,i-t2-micro-9b0cf061,9,9,False,False
199,t2.micro,t2.micro,i-t2-micro-5b961896,i-t2-micro-5b961896,9,9,False,False
200,t2.micro,t2.micro,i-t2-micro-63616266,i-t2-micro-63616266,9,9,False,False
201,t2.micro,t2.micro,i-t2-micro-6848e4cb,i-t2-micro-6848e4cb,9,9,False,False
202,t2.micro,t2.micro,i-t2-micro-7f935b40,i-t2-micro-7f935b40,9,9,False,False
203,t2.micro,t2.micro,i-t2-micro-8e8824f5,i-t2-micro-8e8824f5,9,9,False,False
204,t2.micro,t2.micro,i-t2-micro-857ba73a,i-t2-micro-857ba73a,9,9,False,False
205,t2.micro,t2.micro,i-t2-micro-e11e73c3,i-t2-micro-e11e73c3,9,9,False,False
206,t2.micro,t2.micro,i-t2-micro-3ead594f,i-t2-micro-3ead594f,9,9,False,False
207,t2.micro,t2.micro,i-t2-micro-8bd3e3b7,i-t2-micro-8bd3e3b7,9,9,False,False
208,t2.micro,t2.micro,i-t2-micro-06c6de75,i-t2-micro-06c6de75,9,9,False,False
209,t2.micro,t2.micro,i-t2-micro-a44414d8,i-t2-micro-a44414d8,9,9,False,False
210,t2.micro,t2.micro,i-t2-micro-fbe56ca7,i-t2-micro-fbe56ca7,9,9,False,False
211,t2.micro,t2.micro,i-t2-micro-48208ac9,i-t2-micro-48208ac9,9,9,False,False
212,t2.micro,t2.micro,i-t2-micro-90d70b45,i-t2-micro-90d70b45,9,9,False,False
213,t2.micro,t2.micro,i-t2-micro-99c2b9f4,i-t2-micro-99c2b9f4,9,9,False,False
214,t2.micro,t2.micro,i-t2-micro-eb1fee41,i-t2-micro-eb1fee41,9,9,False,False
215,t2.micro,t2.micro,i-t2-micro-74180c8e,i-t2-micro-74180c8e,9,9,False,False
216,t2.micro,t2.micro,i-t2-micro-77beda37,i-t2-micro-77beda37,9,9,False,False
217,t2.micro,t2.micro,i-t2-micro-f0370610,i-t2-micro-f0370610,9,9,False,False
218,t2.micro,t2.micro,i-t2-micro-17366021,i-t2-micro-17366021,9,9,False,False
219,t2.micro,t2.micro,i-t2-micro-cc67eff7,i-t2-micro-cc67eff7,9,9,False,False
220,t2.micro,t2.micro,i-t2-micro-cf97b3a2,i-t2-micro-cf97b3a2,9,9,False,False
221,t2.micro,t2.micro,i-t2-micro-8dc4024b,i-t2-micro-8dc4024b,9,9,False,False
222,t2.micro,t2.micro,i-t2-micro-84a3532b,i-t2-micro-84a3532b,9,9,False,False
223,t2.micro,t2.micro,i-t2-micro-00efe6ec,i-t2-micro-00efe6ec,9,9,False,False
224,t2.micro,t2.micro,i-t2-micro-320b76bd,i-t2-micro-320b76bd,9,9,False,False
225,t2.micro,t2.micro,i-t2-micro-038651fc,i-t2-micro-038651fc,9,9,False,False
226,t2.micro,t2.micro,i-t2-micro-870ee1e1,i-t2-micro-870ee1e1,9,9,False,False
227,t2.micro,t2.micro,i-t2-micro-d8d77677,i-t2-micro-d8d77677,9,9,False,False
228,t2.micro,t2.micro,i-t2-micro-3f7e89b3,i-t2-micro-3f7e89b3,9,9,False,False
229,t2.micro,t2.micro,i-t2-micro-427c390d,i-t2-micro-427c390d,9,9,False,False
230,t2.micro,t2.micro,i-t2-micro-6f79f05e,i-t2-micro-6f79f05e,9,9,False,False
231,t2.micro,t2.micro,i-t2-micro-83a63834,i-t2-micro-83a63834,9,9,False,False
232,t2.micro,t2.micro,i-t2-micro-e6b92705,i-t2-micro-e6b92705,9,9,False,False
233,t2.micro,t2.micro,i-t2-micro-ed2d2647,i-t2-micro-ed2d2647,9,9,False,False
234,t2.micro,t2.micro,i-t2-micro-73cb62c4,i-t2-micro-73cb62c4,9,9,False,False
235,t2.micro,t2.micro,i-t2-micro-532a7f5b,i-t2-micro-532a7f5b,9,9,False,False
236,t2.micro,t2.micro,i-t2-micro-7b0d9b32,i-t2-micro-7b0d9b32,9,9,False,False
237,t2.micro,t2.micro,i-t2-micro-f4427b11,i-t2-micro-f4427b11,9,9,False,False
238,t2.micro,t2.micro,i-t2-micro-54d2035a,i-t2-micro-54d2035a,9,9,False,False
239,t2.micro,t2.micro,i-t2-micro-3d7eb7ce,i-t2-micro-3d7eb7ce,9,9,False,False
240,t2.micro,t2.micro,i-t2-micro-6835fdeb,i-t2-micro-6835fdeb,9,9,False,False
241,t2.micro,t2.micro,i-t2-micro-49b128c1,i-t2-micro-49b128c1,9,9,False,False
242,t2.micro,t2.micro,i-t2-micro-57be7a38,i-t2-micro-57be7a38,9,9,False,False
243,t2.micro,t2.micro,i-t2-micro-7103c324,i-t2-micro-7103c324,9,9,False,False
244,t2.micro,t2.micro,i-t2-micro-6c75b502,i-t2-micro-6c75b502,9,9,False,False
245,t2.micro,t2.micro,i-t2-micro-75ed0182,i-t2-micro-75ed0182,9,9,False,False
246,t2.micro,t2.micro,i-t2-micro-e49762d6,i-t2-micro-e49762d6,9,9,False,False
247,t2.micro,t2.micro,i-t2-micro-6622cd08,i-t2-micro-6622cd08,9,9,False,False
248,t2.micro,t2.micro,i-t2-micro-c97f1eef,i-t2-micro-c97f1eef,9,9,False,False
249,t2.micro,t2.micro,i-t2-micro-3275fbcd,i-t2-micro-3275fbcd,9,9,False,False
250,t2.micro,t2.micro,i-t2-micro-e64227ac,i-t2-micro-e64227ac,9,9,False,False
251,t2.micro,t2.micro,i-t2-micro-b0ffc807,i-t2-micro-b0ffc807,9,9,False,False
252,t2.micro,t2.micro,i-t2-micro-fb6b457b,i-t2-micro-fb6b457b,9,9,False,False
253,t2.micro,t2.micro,i-t2-micro-cb8ce474,i-t2-micro-cb8ce474,9,9,False,False
254,t2.micro,m5.2xlarge,i-t2-micro-812d66c8,i-m5-2xlarge-f0dc74d3,9,3,True,True
255,t2.micro,t2.micro,i-t2-micro-76ef9fb1,i-t2-micro-76ef9fb1,9,9,False,False
256,t2.micro,t2.micro,i-t2-micro-3e1a6d0f,i-t2-micro-3e1a6d0f,9,9,False,False
257,t2.micro,t2.micro,i-t2-micro-67875804,i-t2-micro-67875804,9,9,False,False
258,t2.micro,t2.micro,i-t2-micro-5ed7b695,i-t2-micro-5ed7b695,9,9,False,False
259,t2.micro,t2.micro,i-t2-micro-52c12aae,i-t2-micro-52c12aae,9,9,False,False
260,t2.micro,t2.micro,i-t2-micro-7e929a2b,i-t2-micro-7e929a2b,9,9,False,False
261,t2.micro,t2.micro,i-t2-micro-58937409,i-t2-micro-58937409,9,9,False,False
262,t2.micro,t2.micro,i-t2-micro-93b5b9e8,i-t2-micro-93b5b9e8,9,9,False,False
263,t2.micro,t2.medium,i-t2-micro-617a409b,i-t2-medium-ba6d89bb,9,8,True,True
264,t2.micro,t2.micro,i-t2-micro-4ad35e98,i-t2-micro-4ad35e98,9,9,False,False
265,t2.micro,t2.micro,i-t2-micro-823b36ab,i-t2-micro-823b36ab,9,9,False,False
266,t2.micro,t2.micro,i-t2-micro-b7bf251b,i-t2-micro-b7bf251b,9,9,False,False
267,t2.micro,t2.micro,i-t2-micro-2ae100de,i-t2-micro-2ae100de,9,9,False,False
268,t2.micro,t2.micro,i-t2-micro-376bd715,i-t2-micro-376bd715,9,9,False,False
269,t2.micro,t2.micro,i-t2-micro-9abd82de,i-t2-micro-9abd82de,9,9,False,False
270,t2.micro,t2.micro,i-t2-micro-a6547224,i-t2-micro-a6547224,9,9,False,False
271,t2.micro,t2.micro,i-t2-micro-76791696,i-t2-micro-76791696,9,9,False,False
